anio;jurisdiccion;empresa
12/2016;NACIONAL;"FERROVIAS S.A."
12/2016;NACIONAL;"GENERAL PUEYRREDON S.A.T.C.I."
12/2016;NACIONAL;"GENERAL TOMAS GUIDO S.A.C.I.F."
12/2016;NACIONAL;"GRUPO LINEA 179 S.A."
12/2016;NACIONAL;"JUAN B. JUSTO S.A.T.C.I."
12/2016;NACIONAL;"LA CABAÑA S.A."
12/2016;NACIONAL;"LA CENTRAL DE VICENTE LOPEZ S.A."
12/2016;NACIONAL;"LA NUEVA METROPOL S.A."
12/2016;NACIONAL;"LA VECINAL DE MATANZA SACI. DE MICROOMNIBUS"
12/2016;NACIONAL;"LINEA 10 S.A."
12/2016;NACIONAL;"LINEA 17 S.A."
12/2016;NACIONAL;"LINEA 213 S.A. DE TRANSPORTE"
12/2016;NACIONAL;"LINEA 71 S.A."
12/2016;NACIONAL;"LINEA DE MICROOMNIBUS 47 S.A.T.C.F.I."
12/2016;NACIONAL;"LINEA EXPRESO LINIERS S.A.I.Y C."
12/2016;NACIONAL;"LOS CONSTITUYENTES S.A.T."
12/2016;NACIONAL;"M.O.D.O. S.A. DE TRANSPORTE AUTOMOTOR"
12/2016;NACIONAL;"MAYO S.A.T.A."
12/2016;NACIONAL;METROVIAS
12/2016;NACIONAL;"METROVIAS S.A. (URQUIZA)"
12/2016;NACIONAL;"MICRO OMNIBUS NORTE S.A."
12/2016;NACIONAL;"MICRO OMNIBUS QUILMES S.A.C.I. Y F."
12/2016;NACIONAL;"MICRO OMNIBUS SUR S.A.C."
12/2016;NACIONAL;"MICROOMNIBUS BARRANCAS DE BELGRANO S.A."
12/2016;NACIONAL;"MICROOMNIBUS CIUDAD DE BS.AS. S.A.T.C.I"
12/2016;NACIONAL;"MICROOMNIBUS CUARENTA Y CINCO S.A.C.I.F."
12/2016;NACIONAL;"MICROOMNIBUS SAAVEDRA S.A.T.A.C.I."
12/2016;NACIONAL;"NUDO S.A."
12/2016;NACIONAL;"NUEVOS RUMBOS S.A.T.A.C.I.F.I."
12/2016;NACIONAL;"ROCARAZA S.A."
12/2016;NACIONAL;"SAN VICENTE S.A. DE TRANSPORTES"
12/2016;NACIONAL;"SARGENTO CABRAL S.A.DE TRANSPORTE"
12/2016;NACIONAL;"SOCIEDAD ANONIMA EXPRESO SUDOESTE"
12/2016;NACIONAL;"SOFSE - Belgrano Sur"
12/2016;NACIONAL;"SOFSE - Mitre"
12/2016;NACIONAL;"SOFSE - Roca"
12/2016;NACIONAL;"SOFSE - San Martin"
12/2016;NACIONAL;"SOFSE- SARMIENTO"
12/2016;NACIONAL;"SOFSE- TREN DE LA COSTA"
12/2016;NACIONAL;"TRANPORTES VEINTIDOS DE SETIEMBRE S.A.C."
12/2016;NACIONAL;"TRANSP. AUTOMOTORES 12 DE OCTUBRE S.A.C."
12/2016;NACIONAL;"TRANSP. SGTO. CABRAL"
12/2016;NACIONAL;"TRANSPORTE AUTOMOTOR PLAZA S.A.C.I."
12/2016;NACIONAL;"TRANSPORTE ESCALADA S.A.T."
12/2016;NACIONAL;"TRANSPORTE IDEAL SAN JUSTO S.A."
12/2016;NACIONAL;"TRANSPORTE LARRAZABAL C.I.S.A."
12/2016;NACIONAL;"TRANSPORTE NUEVE DE JULIO SAC."
12/2016;NACIONAL;"TRANSPORTES 1º SEPTIEMBRE S.A."
12/2016;NACIONAL;"TRANSPORTES 27 DE JUNIO S.A.C.I.F."
12/2016;NACIONAL;"TRANSPORTES 270 S.A."
12/2016;NACIONAL;"TRANSPORTES ALMIRANTE BROWN S.A."
12/2016;NACIONAL;"TRANSPORTES ATLANTIDA S.A.C."
12/2016;NACIONAL;"TRANSPORTES AUTOMOTORES CALLAO S.A."
12/2016;NACIONAL;"TRANSPORTES AUTOMOTORES RIACHUELO S.A."
12/2016;NACIONAL;"TRANSPORTES AVENIDA BERNARDO ADER S.A."
12/2016;NACIONAL;"TRANSPORTES COLEGIALES S.A.C.I."
12/2016;NACIONAL;"TRANSPORTES DEL TEJAR S.A."
12/2016;NACIONAL;"TRANSPORTES LINEA 123 S.A.C.I."
12/2016;NACIONAL;"TRANSPORTES LOPE DE VEGA S.A.C.I."
12/2016;NACIONAL;"TRANSPORTES NUEVA CHICAGO C.I.S.A."
12/2016;NACIONAL;"TRANSPORTES QUIRNO COSTA S.A.C.I."
12/2016;NACIONAL;"TRANSPORTES RIO GRANDE S.A.C.I.F."
12/2016;NACIONAL;"TRANSPORTES SAN CAYETANO S.A.C."
12/2016;NACIONAL;"TRANSPORTES SANTA FE S.A.C.I."
12/2016;NACIONAL;"TRANSPORTES SESENTA Y OCHO S.R.L."
12/2016;NACIONAL;"TRANSPORTES SOL DE MAYO C.I.S.A."
12/2016;NACIONAL;"TRANSPORTES SUR-NOR C.I.S.A."
12/2016;NACIONAL;"TTES.AUTOMOTORES DE PASAJEROS SIGLO XXI SA"
12/2016;NACIONAL;"UNION TRANSPORTISTAS DE EMPRESAS SA"
12/2016;NACIONAL;"VUELTA DE ROCHA S.A.T.C.I."
11/2016;NACIONAL;"17 DE AGOSTO S.A."
11/2016;NACIONAL;"4 DE SEPTIEMBRE S.A.T.C.P."
11/2016;NACIONAL;"ALMAFUERTE S.A.T.A.C.I."
11/2016;NACIONAL;"AZUL S.A. DE TRANSPORTE AUTOMOTOR"
11/2016;NACIONAL;"BERNARDINO RIVADAVIA S.A.T.A."
11/2016;NACIONAL;"BUENOS AIRES BUS SOCIEDAD ANONIMA"
11/2016;NACIONAL;"BUS DEL OESTE S.A."
11/2016;NACIONAL;"CARDENAS S.A. EMPRESA DE TRANSPORTES"
11/2016;NACIONAL;"COLECTIVEROS UNIDOS S.A."
11/2016;NACIONAL;"COMPAÑIA MICROOMNIBUS LA COLORADA SACI"
11/2016;NACIONAL;"D.O.T.A. S.A. DE TRANSPORTE AUTOMOTOR"
11/2016;NACIONAL;"D.U.V.I. SOCIEDAD ANONIMA"
11/2016;NACIONAL;"EL PUENTE S.A.T."
11/2016;NACIONAL;"EMP.DE TRANSP. PEDRO DE MENDOZA C.I.S.A."
11/2016;NACIONAL;"EMP.DE TRANSP.MICROOMN.SAENZ PEÑA S.R.L."
11/2016;NACIONAL;"EMP.TRANSP.AUTOM.DE PASAJEROS S.A.C.I.F."
11/2016;NACIONAL;"EMPRESA ANTARTIDA ARGENTINA S.A.T."
11/2016;NACIONAL;"EMPRESA DE TRANSP. MARIANO MORENO S.A."
11/2016;NACIONAL;"EMPRESA DE TRANSP. TTE. GRAL. ROCA S.A"
11/2016;NACIONAL;"EMPRESA DE TRANSPORTES 104 S.R.L."
11/2016;NACIONAL;"EMPRESA DE TRANSPORTES AMERICA S.A.C.I."
11/2016;NACIONAL;"EMPRESA LINEA 216 S.A.T."
11/2016;NACIONAL;"EMPRESA TANDILENSE S.A.C.I.F.I.Y DE S."
11/2016;NACIONAL;"EXPRESO GENERAL SARMIENTO S.A."
11/2016;NACIONAL;"EXPRESO LOMAS S.A."
11/2016;NACIONAL;"EXPRESO QUILMES S.A."
11/2016;NACIONAL;"EXPRESO SAN ISIDRO S.A.T.C.I.F.I."
11/2016;NACIONAL;"FERROVIAS S.A."
11/2016;NACIONAL;"GENERAL PUEYRREDON S.A.T.C.I."
11/2016;NACIONAL;"GENERAL TOMAS GUIDO S.A.C.I.F."
11/2016;NACIONAL;"GRUPO LINEA 179 S.A."
11/2016;NACIONAL;"JUAN B. JUSTO S.A.T.C.I."
11/2016;NACIONAL;"LA CABAÑA S.A."
11/2016;NACIONAL;"LA CENTRAL DE VICENTE LOPEZ S.A."
11/2016;NACIONAL;"LA NUEVA METROPOL S.A."
11/2016;NACIONAL;"LA VECINAL DE MATANZA SACI. DE MICROOMNIBUS"
11/2016;NACIONAL;"LINEA 10 S.A."
11/2016;NACIONAL;"LINEA 17 S.A."
11/2016;NACIONAL;"LINEA 213 S.A. DE TRANSPORTE"
11/2016;NACIONAL;"LINEA 71 S.A."
11/2016;NACIONAL;"LINEA DE MICROOMNIBUS 47 S.A.T.C.F.I."
11/2016;NACIONAL;"LINEA EXPRESO LINIERS S.A.I.Y C."
11/2016;NACIONAL;"LOS CONSTITUYENTES S.A.T."
11/2016;NACIONAL;"M.O.D.O. S.A. DE TRANSPORTE AUTOMOTOR"
11/2016;NACIONAL;"MAYO S.A.T.A."
11/2016;NACIONAL;METROVIAS
11/2016;NACIONAL;"METROVIAS S.A. (URQUIZA)"
11/2016;NACIONAL;"MICRO OMNIBUS NORTE S.A."
11/2016;NACIONAL;"MICRO OMNIBUS QUILMES S.A.C.I. Y F."
11/2016;NACIONAL;"MICRO OMNIBUS SUR S.A.C."
11/2016;NACIONAL;"MICROOMNIBUS BARRANCAS DE BELGRANO S.A."
11/2016;NACIONAL;"MICROOMNIBUS CIUDAD DE BS.AS. S.A.T.C.I"
11/2016;NACIONAL;"MICROOMNIBUS CUARENTA Y CINCO S.A.C.I.F."
11/2016;NACIONAL;"MICROOMNIBUS SAAVEDRA S.A.T.A.C.I."
11/2016;NACIONAL;"NUDO S.A."
11/2016;NACIONAL;"NUEVOS RUMBOS S.A.T.A.C.I.F.I."
11/2016;NACIONAL;"ROCARAZA S.A."
11/2016;NACIONAL;"SAN VICENTE S.A. DE TRANSPORTES"
11/2016;NACIONAL;"SARGENTO CABRAL S.A.DE TRANSPORTE"
11/2016;NACIONAL;"SOCIEDAD ANONIMA EXPRESO SUDOESTE"
11/2016;NACIONAL;"SOFSE - Belgrano Sur"
11/2016;NACIONAL;"SOFSE - Mitre"
11/2016;NACIONAL;"SOFSE - Roca"
11/2016;NACIONAL;"SOFSE - San Martin"
11/2016;NACIONAL;"SOFSE- SARMIENTO"
11/2016;NACIONAL;"SOFSE- TREN DE LA COSTA"
11/2016;NACIONAL;"TRANPORTES VEINTIDOS DE SETIEMBRE S.A.C."
11/2016;NACIONAL;"TRANSP. AUTOMOTORES 12 DE OCTUBRE S.A.C."
11/2016;NACIONAL;"TRANSP. SGTO. CABRAL"
11/2016;NACIONAL;"TRANSPORTE AUTOMOTOR PLAZA S.A.C.I."
11/2016;NACIONAL;"TRANSPORTE ESCALADA S.A.T."
11/2016;NACIONAL;"TRANSPORTE IDEAL SAN JUSTO S.A."
11/2016;NACIONAL;"TRANSPORTE LARRAZABAL C.I.S.A."
11/2016;NACIONAL;"TRANSPORTE NUEVE DE JULIO SAC."
11/2016;NACIONAL;"TRANSPORTES 1º SEPTIEMBRE S.A."
11/2016;NACIONAL;"TRANSPORTES 27 DE JUNIO S.A.C.I.F."
11/2016;NACIONAL;"TRANSPORTES 270 S.A."
11/2016;NACIONAL;"TRANSPORTES ALMIRANTE BROWN S.A."
11/2016;NACIONAL;"TRANSPORTES ATLANTIDA S.A.C."
11/2016;NACIONAL;"TRANSPORTES AUTOMOTORES CALLAO S.A."
11/2016;NACIONAL;"TRANSPORTES AUTOMOTORES RIACHUELO S.A."
11/2016;NACIONAL;"TRANSPORTES AVENIDA BERNARDO ADER S.A."
11/2016;NACIONAL;"TRANSPORTES COLEGIALES S.A.C.I."
11/2016;NACIONAL;"TRANSPORTES DEL TEJAR S.A."
11/2016;NACIONAL;"TRANSPORTES LINEA 123 S.A.C.I."
11/2016;NACIONAL;"TRANSPORTES LOPE DE VEGA S.A.C.I."
11/2016;NACIONAL;"TRANSPORTES NUEVA CHICAGO C.I.S.A."
11/2016;NACIONAL;"TRANSPORTES QUIRNO COSTA S.A.C.I."
11/2016;NACIONAL;"TRANSPORTES RIO GRANDE S.A.C.I.F."
11/2016;NACIONAL;"TRANSPORTES SAN CAYETANO S.A.C."
11/2016;NACIONAL;"TRANSPORTES SANTA FE S.A.C.I."
11/2016;NACIONAL;"TRANSPORTES SESENTA Y OCHO S.R.L."
11/2016;NACIONAL;"TRANSPORTES SOL DE MAYO C.I.S.A."
11/2016;NACIONAL;"TRANSPORTES SUR-NOR C.I.S.A."
11/2016;NACIONAL;"TTES.AUTOMOTORES DE PASAJEROS SIGLO XXI SA"
11/2016;NACIONAL;"UNION TRANSPORTISTAS DE EMPRESAS SA"
11/2016;NACIONAL;"VUELTA DE ROCHA S.A.T.C.I."
10/2016;NACIONAL;"17 DE AGOSTO S.A."
10/2016;NACIONAL;"ALMAFUERTE S.A.T.A.C.I."
10/2016;NACIONAL;"ANTARTIDA ARGENTINA"
10/2016;NACIONAL;"AUTOMOTORES CALLAO"
10/2016;NACIONAL;"AUTOMOTORES RIACHUELO"
10/2016;NACIONAL;"AZUL S.A."
10/2016;NACIONAL;"BERNARDINO RIVADAVIA S.A.T.A."
10/2016;NACIONAL;"BUENOS AIRES BUS S.A."
10/2016;NACIONAL;"BUS DEL OESTE S.A."
10/2016;NACIONAL;"CARDENAS S.A. EMPRESA DE TRANSP."
10/2016;NACIONAL;"COLECTIVEROS UNIDOS S.A"
10/2016;NACIONAL;"COMPAÑIA DE MICROOMNIBUS LA COLORADA S.A.C.I."
10/2016;NACIONAL;"D.U.V.I. S.A."
10/2016;NACIONAL;DOTA
10/2016;NACIONAL;"EL NUEVO HALCON S.A."
10/2016;NACIONAL;"EL PUENTE S.A.T."
10/2016;NACIONAL;"EMP. 4 DE SEPTIEMBRE"
10/2016;NACIONAL;"EMP. DE TRANSP. LINEA 104 S.A."
10/2016;NACIONAL;"EMPRESA DE TRANSPORTES AMERICA S.A.C.I."
10/2016;NACIONAL;"EMPRESA DE TRANSPORTES MICROOMNIBUS SAENZ PEÑA S.R"
10/2016;NACIONAL;"EMPRESA DE TRANSPORTES TENIENTE GRAL ROCA S.A."
10/2016;NACIONAL;"EMPRESA GRAL. DE TRANPORTE AUTOMOTOR DE PASAJEROS"
10/2016;NACIONAL;"EMPRESA TANDILENSE S.A.C.I.F.I."
10/2016;NACIONAL;"EXPRESO GENERAL SARMIENTO S.A."
10/2016;NACIONAL;"EXPRESO LOMAS S.A."
10/2016;NACIONAL;"EXPRESO QUILMES S.A."
10/2016;NACIONAL;"EXPRESO SAN ISIDRO S.A.T.C.I.F.I."
10/2016;NACIONAL;"GENERAL TOMAS GUIDO S.A.C.I.F."
10/2016;NACIONAL;"GRAL PUEYRREDON S.A.T.C.I."
10/2016;NACIONAL;"GRUPO LINEA 179 S.A."
10/2016;NACIONAL;"JUAN B. JUSTO S.A.T.C.I."
10/2016;NACIONAL;"LA CABAÑA S.A."
10/2016;NACIONAL;"LA CENTRAL DE VICENTE LOPEZ S.A.C."
10/2016;NACIONAL;"LA VECINAL DE LA MATANZA S.A.C.I. DE MICROOMNIBUS"
10/2016;NACIONAL;"LINEA 10 S.A."
10/2016;NACIONAL;"LINEA 17 S.A"
10/2016;NACIONAL;"LINEA 213 S.A.T."
10/2016;NACIONAL;"LINEA 216 S.A. DE T."
10/2016;NACIONAL;"LINEA 22 S.A."
10/2016;NACIONAL;"LINEA 71 S.A."
10/2016;NACIONAL;"LÍNEA DE MICROOMNIBUS 47 S.A."
10/2016;NACIONAL;"LINEA EXPRESO LINIERS S.A.I.C."
10/2016;NACIONAL;"LOS CONSTITUYENTES S.A.T."
10/2016;NACIONAL;"M. MORENO S.A."
10/2016;NACIONAL;"M. OMNIBUS BCAS DE BELGRANO SA."
10/2016;NACIONAL;"M.O.D.O S.A."
10/2016;NACIONAL;"MAYO S.A.T.A"
10/2016;NACIONAL;"MICRO OMNIBUS NORTE S.A."
10/2016;NACIONAL;"MICRO OMNIBUS QUILMES S.A.C.I. Y F."
10/2016;NACIONAL;"MICRO OMNIBUS SUR S.A."
10/2016;NACIONAL;"MICROOMNIBUS CIUDAD DE BUENOS AIRES S.A.T.C.I."
10/2016;NACIONAL;"MICROOMNIBUS CUARENTA Y CINCO S.A.C.I.F."
10/2016;NACIONAL;"MICROOMNIBUS SAAVEDRA S.A.T.A.C.E I."
10/2016;NACIONAL;NUDO
10/2016;NACIONAL;"NUEVA CHICAGO C.I.S.A."
10/2016;NACIONAL;"NUEVA METROPOL S.A.T.A.C.I"
10/2016;NACIONAL;"NUEVOS RUMBOS S.A.T.A.C.I.F.I"
10/2016;NACIONAL;"P.MENDOZA CISA"
10/2016;NACIONAL;PLAZA
10/2016;NACIONAL;"RIO GRANDE"
10/2016;NACIONAL;"ROCARAZA S.A."
10/2016;NACIONAL;"SAN VICENTE S.A. DE TRANSPORTES"
10/2016;NACIONAL;"SARGENTO CABRAL S.A.T."
10/2016;NACIONAL;"SOCIEDAD ANONIMA EXPRESO SUDOESTE"
10/2016;NACIONAL;"TRANSP. 22 DE SEPT. SAC"
10/2016;NACIONAL;"TRANSP. SANTA FE"
10/2016;NACIONAL;"TRANSP. SGTO. CABRAL"
10/2016;NACIONAL;"TRANSPORTE 1º DE SEPTIEMBRE S.A."
10/2016;NACIONAL;"TRANSPORTE ESCALADA S.A.T."
10/2016;NACIONAL;"TRANSPORTE IDEAL SAN JUSTO S.A."
10/2016;NACIONAL;"TRANSPORTE LARRAZABAL C.I.S.A."
10/2016;NACIONAL;"TRANSPORTE LOPE DE VEGA"
10/2016;NACIONAL;"TRANSPORTE SAN CAYETANO S.A.C."
10/2016;NACIONAL;"TRANSPORTE SESENTA Y OCHO S.R.L."
10/2016;NACIONAL;"TRANSPORTES 27 DE JUNIO S.A.C.I.F."
10/2016;NACIONAL;"TRANSPORTES 270 S.A."
10/2016;NACIONAL;"TRANSPORTES ALMIRANTE BROWN S.A."
10/2016;NACIONAL;"TRANSPORTES ATLANTIDA S.A.C."
10/2016;NACIONAL;"TRANSPORTES AUTOMOTORES 12 DE OCTUBRE"
10/2016;NACIONAL;"TRANSPORTES AUTOMOTORES DE PASAJEROS SIGLO XI"
10/2016;NACIONAL;"TRANSPORTES AVENIDA BERNARDO ADER S.A."
10/2016;NACIONAL;"TRANSPORTES COLEGIALES S.A.C.I."
10/2016;NACIONAL;"TRANSPORTES DEL TEJAR S.A."
10/2016;NACIONAL;"TRANSPORTES LINEA 123 S.A.C.I."
10/2016;NACIONAL;"TRANSPORTES NUEVE DE JULIO S.A.C."
10/2016;NACIONAL;"TRANSPORTES QUIRNO COSTA S.A.C.I."
10/2016;NACIONAL;"TRANSPORTES SOL DE MAYO C.I.S.A."
10/2016;NACIONAL;"TRANSPORTES SUR NOR C.I.S.A."
10/2016;NACIONAL;"UNION TRANSPORTISTAS DE EMPRESAS S.A."
10/2016;NACIONAL;"VUELTA DE ROCHA S.A.T.C.I."
09/2016;NACIONAL;"17 DE AGOSTO S.A."
09/2016;NACIONAL;"ALMAFUERTE S.A.T.A.C.I."
09/2016;NACIONAL;"ANTARTIDA ARGENTINA"
09/2016;NACIONAL;"AUTOMOTORES CALLAO"
09/2016;NACIONAL;"AUTOMOTORES RIACHUELO"
09/2016;NACIONAL;"AZUL S.A."
09/2016;NACIONAL;"BERNARDINO RIVADAVIA S.A.T.A."
09/2016;NACIONAL;"BUENOS AIRES BUS S.A."
09/2016;NACIONAL;"BUS DEL OESTE S.A."
09/2016;NACIONAL;"CARDENAS S.A. EMPRESA DE TRANSP."
09/2016;NACIONAL;"COLECTIVEROS UNIDOS S.A"
09/2016;NACIONAL;"COMPAÑIA DE MICROOMNIBUS LA COLORADA S.A.C.I."
09/2016;NACIONAL;"D.U.V.I. S.A."
09/2016;NACIONAL;DOTA
09/2016;NACIONAL;"EL NUEVO HALCON S.A."
09/2016;NACIONAL;"EL PUENTE S.A.T."
09/2016;NACIONAL;"EMP. 4 DE SEPTIEMBRE"
09/2016;NACIONAL;"EMP. DE TRANSP. LINEA 104 S.A."
09/2016;NACIONAL;"EMPRESA DE TRANSPORTES AMERICA S.A.C.I."
09/2016;NACIONAL;"EMPRESA DE TRANSPORTES MICROOMNIBUS SAENZ PEÑA S.R"
09/2016;NACIONAL;"EMPRESA DE TRANSPORTES TENIENTE GRAL ROCA S.A."
09/2016;NACIONAL;"EMPRESA GRAL. DE TRANPORTE AUTOMOTOR DE PASAJEROS"
09/2016;NACIONAL;"EMPRESA TANDILENSE S.A.C.I.F.I."
09/2016;NACIONAL;"EXPRESO GENERAL SARMIENTO S.A."
09/2016;NACIONAL;"EXPRESO LOMAS S.A."
09/2016;NACIONAL;"EXPRESO QUILMES S.A."
09/2016;NACIONAL;"EXPRESO SAN ISIDRO S.A.T.C.I.F.I."
09/2016;NACIONAL;"FERROVIAS S.A.C"
09/2016;NACIONAL;"GENERAL TOMAS GUIDO S.A.C.I.F."
09/2016;NACIONAL;"GRAL PUEYRREDON S.A.T.C.I."
09/2016;NACIONAL;"GRUPO LINEA 179 S.A."
09/2016;NACIONAL;"JUAN B. JUSTO S.A.T.C.I."
09/2016;NACIONAL;"LA CABAÑA S.A."
09/2016;NACIONAL;"LA CENTRAL DE VICENTE LOPEZ S.A.C."
09/2016;NACIONAL;"LA VECINAL DE LA MATANZA S.A.C.I. DE MICROOMNIBUS"
09/2016;NACIONAL;"LINEA 10 S.A."
09/2016;NACIONAL;"LINEA 17 S.A"
09/2016;NACIONAL;"LINEA 213 S.A.T."
09/2016;NACIONAL;"LINEA 216 S.A. DE T."
09/2016;NACIONAL;"LINEA 22 S.A."
09/2016;NACIONAL;"LINEA 71 S.A."
09/2016;NACIONAL;"LÍNEA DE MICROOMNIBUS 47 S.A."
09/2016;NACIONAL;"LINEA EXPRESO LINIERS S.A.I.C."
09/2016;NACIONAL;"LOS CONSTITUYENTES S.A.T."
09/2016;NACIONAL;"M. MORENO S.A."
09/2016;NACIONAL;"M. OMNIBUS BCAS DE BELGRANO SA."
09/2016;NACIONAL;"M.O.D.O S.A."
09/2016;NACIONAL;"MAYO S.A.T.A"
09/2016;NACIONAL;METROVIAS
09/2016;NACIONAL;"METROVIAS S.A. (URQUIZA)"
09/2016;NACIONAL;"MICRO OMNIBUS NORTE S.A."
09/2016;NACIONAL;"MICRO OMNIBUS QUILMES S.A.C.I. Y F."
09/2016;NACIONAL;"MICRO OMNIBUS SUR S.A."
09/2016;NACIONAL;"MICROOMNIBUS CIUDAD DE BUENOS AIRES S.A.T.C.I."
09/2016;NACIONAL;"MICROOMNIBUS CUARENTA Y CINCO S.A.C.I.F."
09/2016;NACIONAL;"MICROOMNIBUS SAAVEDRA S.A.T.A.C.E I."
09/2016;NACIONAL;NUDO
09/2016;NACIONAL;"NUEVA CHICAGO C.I.S.A."
09/2016;NACIONAL;"NUEVA METROPOL S.A.T.A.C.I"
09/2016;NACIONAL;"NUEVOS RUMBOS S.A.T.A.C.I.F.I"
09/2016;NACIONAL;"P.MENDOZA CISA"
09/2016;NACIONAL;PLAZA
09/2016;NACIONAL;"RIO GRANDE"
09/2016;NACIONAL;"ROCARAZA S.A."
09/2016;NACIONAL;"SAN VICENTE S.A. DE TRANSPORTES"
09/2016;NACIONAL;"SARGENTO CABRAL S.A.T."
09/2016;NACIONAL;"SOCIEDAD ANONIMA EXPRESO SUDOESTE"
09/2016;NACIONAL;"SOFSE- SARMIENTO"
09/2016;NACIONAL;"SOFSE-BELGRANO SUR"
09/2016;NACIONAL;SOFSE-MITRE
09/2016;NACIONAL;SOFSE-ROCA
09/2016;NACIONAL;"SOFSE-SAN MARTIN"
09/2016;NACIONAL;"SOFSE-TREN DE LA COSTA"
09/2016;NACIONAL;"TRANSP. 22 DE SEPT. SAC"
09/2016;NACIONAL;"TRANSP. SANTA FE"
09/2016;NACIONAL;"TRANSP. SGTO. CABRAL"
09/2016;NACIONAL;"TRANSPORTE 1° DE SEPTIEMBRE S.A."
09/2016;NACIONAL;"TRANSPORTE ESCALADA S.A.T."
09/2016;NACIONAL;"TRANSPORTE IDEAL SAN JUSTO S.A."
09/2016;NACIONAL;"TRANSPORTE LARRAZABAL C.I.S.A."
09/2016;NACIONAL;"TRANSPORTE LOPE DE VEGA"
09/2016;NACIONAL;"TRANSPORTE SAN CAYETANO S.A.C."
09/2016;NACIONAL;"TRANSPORTE SESENTA Y OCHO S.R.L."
09/2016;NACIONAL;"TRANSPORTES 27 DE JUNIO S.A.C.I.F."
09/2016;NACIONAL;"TRANSPORTES 270 S.A."
09/2016;NACIONAL;"TRANSPORTES ALMIRANTE BROWN S.A."
09/2016;NACIONAL;"TRANSPORTES ATLANTIDA S.A.C."
09/2016;NACIONAL;"TRANSPORTES AUTOMOTORES 12 DE OCTUBRE"
09/2016;NACIONAL;"TRANSPORTES AUTOMOTORES DE PASAJEROS SIGLO XI"
09/2016;NACIONAL;"TRANSPORTES AVENIDA BERNARDO ADER S.A."
09/2016;NACIONAL;"TRANSPORTES COLEGIALES S.A.C.I."
09/2016;NACIONAL;"TRANSPORTES DEL TEJAR S.A."
09/2016;NACIONAL;"TRANSPORTES LINEA 123 S.A.C.I."
09/2016;NACIONAL;"TRANSPORTES NUEVE DE JULIO S.A.C."
09/2016;NACIONAL;"TRANSPORTES QUIRNO COSTA S.A.C.I."
09/2016;NACIONAL;"TRANSPORTES SOL DE MAYO C.I.S.A."
09/2016;NACIONAL;"TRANSPORTES SUR NOR C.I.S.A."
09/2016;NACIONAL;"UNION TRANSPORTISTAS DE EMPRESAS S.A."
09/2016;NACIONAL;"VUELTA DE ROCHA S.A.T.C.I."
08/2016;NACIONAL;"17 DE AGOSTO S.A."
08/2016;NACIONAL;"ALMAFUERTE S.A.T.A.C.I."
08/2016;NACIONAL;"ANTARTIDA ARGENTINA"
08/2016;NACIONAL;"AUTOMOTORES CALLAO"
08/2016;NACIONAL;"AUTOMOTORES RIACHUELO"
08/2016;NACIONAL;"AZUL S.A."
08/2016;NACIONAL;"BERNARDINO RIVADAVIA S.A.T.A."
08/2016;NACIONAL;"BUENOS AIRES BUS S.A."
08/2016;NACIONAL;"BUS DEL OESTE S.A."
08/2016;NACIONAL;"CARDENAS S.A. EMPRESA DE TRANSP."
08/2016;NACIONAL;"COLECTIVEROS UNIDOS S.A"
08/2016;NACIONAL;"COMPAÑIA DE MICROOMNIBUS LA COLORADA S.A.C.I."
08/2016;NACIONAL;"D.U.V.I. S.A."
08/2016;NACIONAL;DOTA
08/2016;NACIONAL;"EL NUEVO HALCON S.A."
08/2016;NACIONAL;"EL PUENTE S.A.T."
08/2016;NACIONAL;"EMP. 4 DE SEPTIEMBRE"
08/2016;NACIONAL;"EMP. DE TRANSP. LINEA 104 S.A."
08/2016;NACIONAL;"EMPRESA DE TRANSPORTES AMERICA S.A.C.I."
08/2016;NACIONAL;"EMPRESA DE TRANSPORTES MICROOMNIBUS SAENZ PEÑA S.R"
08/2016;NACIONAL;"EMPRESA DE TRANSPORTES TENIENTE GRAL ROCA S.A."
08/2016;NACIONAL;"EMPRESA GRAL. DE TRANPORTE AUTOMOTOR DE PASAJEROS"
08/2016;NACIONAL;"EMPRESA TANDILENSE S.A.C.I.F.I."
08/2016;NACIONAL;"EXPRESO GENERAL SARMIENTO S.A."
08/2016;NACIONAL;"EXPRESO LOMAS S.A."
08/2016;NACIONAL;"EXPRESO QUILMES S.A."
08/2016;NACIONAL;"EXPRESO SAN ISIDRO S.A.T.C.I.F.I."
08/2016;NACIONAL;"GENERAL TOMAS GUIDO S.A.C.I.F."
08/2016;NACIONAL;"GRAL PUEYRREDON S.A.T.C.I."
08/2016;NACIONAL;"GRUPO LINEA 179 S.A."
08/2016;NACIONAL;"JUAN B. JUSTO S.A.T.C.I."
08/2016;NACIONAL;"LA CABAÑA S.A."
08/2016;NACIONAL;"LA CENTRAL DE VICENTE LOPEZ S.A.C."
08/2016;NACIONAL;"LA VECINAL DE LA MATANZA S.A.C.I. DE MICROOMNIBUS"
08/2016;NACIONAL;"LINEA 10 S.A."
08/2016;NACIONAL;"LINEA 17 S.A"
08/2016;NACIONAL;"LINEA 213 S.A.T."
08/2016;NACIONAL;"LINEA 216 S.A. DE T."
08/2016;NACIONAL;"LINEA 22 S.A."
08/2016;NACIONAL;"LINEA 71 S.A."
08/2016;NACIONAL;"LÍNEA DE MICROOMNIBUS 47 S.A."
