GHO (CODE),GHO (DISPLAY),GHO (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),REGION (DISPLAY),REGION (URL),COUNTRY (CODE),STARTYEAR,ENDYEAR,COUNTRY (DISPLAY),COUNTRY (URL),SEX (CODE),SEX (DISPLAY),SEX (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
E22_subnational_authority_exists,"Subnational bans on tobacco advertising, promotion and sponsorship authority exists",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1318,PUBLISHED,Published,,2018,2018,,AMR,Americas,,ARG,2018,2018,Argentina,,,,,Yes,,,,,,
E23_vending_machines,Ban on tobacco vending machines,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4586,PUBLISHED,Published,,2007,2007,,AMR,Americas,,ARG,2007,2007,Argentina,,,,,No,,,,,,
E23_vending_machines,Ban on tobacco vending machines,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4586,PUBLISHED,Published,,2008,2008,,AMR,Americas,,ARG,2008,2008,Argentina,,,,,No,,,,,,
E23_vending_machines,Ban on tobacco vending machines,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4586,PUBLISHED,Published,,2010,2010,,AMR,Americas,,ARG,2010,2010,Argentina,,,,,No,,,,,,
E23_vending_machines,Ban on tobacco vending machines,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4586,PUBLISHED,Published,,2012,2012,,AMR,Americas,,ARG,2012,2012,Argentina,,,,,Yes,,,,,,
E23_vending_machines,Ban on tobacco vending machines,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4586,PUBLISHED,Published,,2014,2014,,AMR,Americas,,ARG,2014,2014,Argentina,,,,,Yes,,,,,,
E23_vending_machines,Ban on tobacco vending machines,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4586,PUBLISHED,Published,,2016,2016,,AMR,Americas,,ARG,2016,2016,Argentina,,,,,Yes,,,,,,
E23_vending_machines,Ban on tobacco vending machines,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4586,PUBLISHED,Published,,2018,2018,,AMR,Americas,,ARG,2018,2018,Argentina,,,,,Yes,,,,,,
E6a_pt_of_sale,Ban on advertising at point of sale,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1315,PUBLISHED,Published,,2007,2007,,AMR,Americas,,ARG,2007,2007,Argentina,,,,,No,,,,,,
E6a_pt_of_sale,Ban on advertising at point of sale,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1315,PUBLISHED,Published,,2008,2008,,AMR,Americas,,ARG,2008,2008,Argentina,,,,,No,,,,,,
E6a_pt_of_sale,Ban on advertising at point of sale,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1315,PUBLISHED,Published,,2010,2010,,AMR,Americas,,ARG,2010,2010,Argentina,,,,,No,,,,,,
E6a_pt_of_sale,Ban on advertising at point of sale,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1315,PUBLISHED,Published,,2012,2012,,AMR,Americas,,ARG,2012,2012,Argentina,,,,,No,,,,,,
E6a_pt_of_sale,Ban on advertising at point of sale,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1315,PUBLISHED,Published,,2014,2014,,AMR,Americas,,ARG,2014,2014,Argentina,,,,,No,,,,,,
E6a_pt_of_sale,Ban on advertising at point of sale,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1315,PUBLISHED,Published,,2016,2016,,AMR,Americas,,ARG,2016,2016,Argentina,,,,,No,,,,,,
E6a_pt_of_sale,Ban on advertising at point of sale,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1315,PUBLISHED,Published,,2018,2018,,AMR,Americas,,ARG,2018,2018,Argentina,,,,,No,,,,,,
P_compl_all_sfe,Overall compliance with regulations on smoke-free environments (score),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1265,PUBLISHED,Published,,2018,2018,,AMR,Americas,,ARG,2018,2018,Argentina,,,,,8,8.00000,,,,,
P_compl_p1,Compliance with smoke-free health-care facilities law (score),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1265,PUBLISHED,Published,,2018,2018,,AMR,Americas,,ARG,2018,2018,Argentina,,,,,10,10.00000,,,,,
P_compl_p2,Compliance with smoke-free education facilities except universities law (score),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1265,PUBLISHED,Published,,2018,2018,,AMR,Americas,,ARG,2018,2018,Argentina,,,,,10,10.00000,,,,,
P_compl_p3,Compliance with smoke-free universities law (score),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1265,PUBLISHED,Published,,2018,2018,,AMR,Americas,,ARG,2018,2018,Argentina,,,,,5,5.00000,,,,,
P_compl_p4,Compliance with smoke-free government facilities law (score),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1265,PUBLISHED,Published,,2018,2018,,AMR,Americas,,ARG,2018,2018,Argentina,,,,,3,3.00000,,,,,
P_compl_p5,Compliance with smoke-free indoor offices law (score),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1265,PUBLISHED,Published,,2018,2018,,AMR,Americas,,ARG,2018,2018,Argentina,,,,,8,8.00000,,,,,
P_compl_p6,Compliance with smoke-free restaurants law (score),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1265,PUBLISHED,Published,,2018,2018,,AMR,Americas,,ARG,2018,2018,Argentina,,,,,10,10.00000,,,,,
P_compl_p7,Compliance with smoke-free pubs and bars law (score),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1265,PUBLISHED,Published,,2018,2018,,AMR,Americas,,ARG,2018,2018,Argentina,,,,,7,7.00000,,,,,
P_compl_p8,Compliance with smoke-free public transport law (score),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1265,PUBLISHED,Published,,2018,2018,,AMR,Americas,,ARG,2018,2018,Argentina,,,,,10,10.00000,,,,,
Adult_svy_yr,Year of most recent survey of adults,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/375,PUBLISHED,Published,,2018,2018,,AMR,Americas,,ARG,2018,2018,Argentina,,,,,2013,,,,,,
Adult_svy_national,Representativeness of most recent survey of adults,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/345,PUBLISHED,Published,,2018,2018,,AMR,Americas,,ARG,2018,2018,Argentina,,,,,National,,,,,,
Adult_svy_age_range,Age range of most recent survey of adults,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2725,PUBLISHED,Published,,2018,2018,,AMR,Americas,,ARG,2018,2018,Argentina,,,,,18+,,,,,,
Adult_survey_title,Title of most recent survey of adults,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4569,PUBLISHED,Published,,2018,2018,,AMR,Americas,,ARG,2018,2018,Argentina,,,,,Encuesta Nacional de Factores de Riesgo Para Enfermedades No Transmisibles,,,,,,
Adult_nonsmoked_svy_title,Name of latest adult prevalence survey (nonsmoked),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/375,PUBLISHED,Published,,2018,2018,,AMR,Americas,,ARG,2018,2018,Argentina,,,,,Global Adult Tobacco Survey,,,,,,
Adult_nonsmoked_svy_yr,Year of latest adult prevalence survey (nonsmoked),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/345,PUBLISHED,Published,,2018,2018,,AMR,Americas,,ARG,2018,2018,Argentina,,,,,2011-12,,,,,,
Adult_nonsmoked_national,Representation of latest adult prevalence survey (nonsmoked),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2725,PUBLISHED,Published,,2018,2018,,AMR,Americas,,ARG,2018,2018,Argentina,,,,,National,,,,,,
Adult_nonsmoked_age_grp,Age range of latest adult prevalence survey (nonsmoked),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4569,PUBLISHED,Published,,2018,2018,,AMR,Americas,,ARG,2018,2018,Argentina,,,,,15+,,,,,,
Adult_curr_tob_use,Prevalence of current tobacco use among adults (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5581,PUBLISHED,Published,,2018,2018,,AMR,Americas,,ARG,2018,2018,Argentina,,MLE,Male,,Data not available,,,,,,
Adult_curr_tob_use,Prevalence of current tobacco use among adults (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5581,PUBLISHED,Published,,2018,2018,,AMR,Americas,,ARG,2018,2018,Argentina,,FMLE,Female,,Data not available,,,,,,
Adult_curr_tob_use,Prevalence of current tobacco use among adults (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5581,PUBLISHED,Published,,2018,2018,,AMR,Americas,,ARG,2018,2018,Argentina,,BTSX,Both sexes,,Data not available,,,,,,
Adult_daily_tob_use,Prevalence of daily tobacco use among adults (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5581,PUBLISHED,Published,,2018,2018,,AMR,Americas,,ARG,2018,2018,Argentina,,MLE,Male,,Data not available,,,,,,
Adult_daily_tob_use,Prevalence of daily tobacco use among adults (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5581,PUBLISHED,Published,,2018,2018,,AMR,Americas,,ARG,2018,2018,Argentina,,FMLE,Female,,Data not available,,,,,,
Adult_daily_tob_use,Prevalence of daily tobacco use among adults (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5581,PUBLISHED,Published,,2018,2018,,AMR,Americas,,ARG,2018,2018,Argentina,,BTSX,Both sexes,,Data not available,,,,,,
Adult_curr_tob_smoking,Prevalence of current tobacco smoking among adults (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/358,PUBLISHED,Published,,2018,2018,,AMR,Americas,,ARG,2018,2018,Argentina,,MLE,Male,,Data not available,,,,,,
Adult_curr_tob_smoking,Prevalence of current tobacco smoking among adults (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/358,PUBLISHED,Published,,2018,2018,,AMR,Americas,,ARG,2018,2018,Argentina,,FMLE,Female,,Data not available,,,,,,
Adult_curr_tob_smoking,Prevalence of current tobacco smoking among adults (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/358,PUBLISHED,Published,,2018,2018,,AMR,Americas,,ARG,2018,2018,Argentina,,BTSX,Both sexes,,Data not available,,,,,,
Adult_daily_tob_smoking,Prevalence of daily tobacco smoking among adults (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/358,PUBLISHED,Published,,2018,2018,,AMR,Americas,,ARG,2018,2018,Argentina,,MLE,Male,,Data not available,,,,,,
Adult_daily_tob_smoking,Prevalence of daily tobacco smoking among adults (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/358,PUBLISHED,Published,,2018,2018,,AMR,Americas,,ARG,2018,2018,Argentina,,FMLE,Female,,Data not available,,,,,,
Adult_daily_tob_smoking,Prevalence of daily tobacco smoking among adults (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/358,PUBLISHED,Published,,2018,2018,,AMR,Americas,,ARG,2018,2018,Argentina,,BTSX,Both sexes,,Data not available,,,,,,
Adult_curr_cig_smoking,Prevalence of current cigarette smoking among adults (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/361,PUBLISHED,Published,,2018,2018,,AMR,Americas,,ARG,2018,2018,Argentina,,MLE,Male,,29.9,29.90000,,,,,
Adult_curr_cig_smoking,Prevalence of current cigarette smoking among adults (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/361,PUBLISHED,Published,,2018,2018,,AMR,Americas,,ARG,2018,2018,Argentina,,FMLE,Female,,20.9,20.90000,,,,,
Adult_curr_cig_smoking,Prevalence of current cigarette smoking among adults (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/361,PUBLISHED,Published,,2018,2018,,AMR,Americas,,ARG,2018,2018,Argentina,,BTSX,Both sexes,,25.1,25.10000,,,,,
Adult_daily_cig_smoking,Prevalence of daily cigarette smoking among adults (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/361,PUBLISHED,Published,,2018,2018,,AMR,Americas,,ARG,2018,2018,Argentina,,MLE,Male,,Data not available,,,,,,
Adult_daily_cig_smoking,Prevalence of daily cigarette smoking among adults (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/361,PUBLISHED,Published,,2018,2018,,AMR,Americas,,ARG,2018,2018,Argentina,,FMLE,Female,,Data not available,,,,,,
Adult_daily_cig_smoking,Prevalence of daily cigarette smoking among adults (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/361,PUBLISHED,Published,,2018,2018,,AMR,Americas,,ARG,2018,2018,Argentina,,BTSX,Both sexes,,Data not available,,,,,,
Adult_curr_smokeless,Prevalence of current smokeless tobacco use among adults (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/364,PUBLISHED,Published,,2018,2018,,AMR,Americas,,ARG,2018,2018,Argentina,,MLE,Male,,0.1,0.10000,,,,,
Adult_curr_smokeless,Prevalence of current smokeless tobacco use among adults (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/364,PUBLISHED,Published,,2018,2018,,AMR,Americas,,ARG,2018,2018,Argentina,,FMLE,Female,,0.2,0.20000,,,,,
Adult_curr_smokeless,Prevalence of current smokeless tobacco use among adults (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/364,PUBLISHED,Published,,2018,2018,,AMR,Americas,,ARG,2018,2018,Argentina,,BTSX,Both sexes,,0.2,0.20000,,,,,
Adult_daily_smokeless,Prevalence of daily smokeless tobacco use among adults (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/365,PUBLISHED,Published,,2018,2018,,AMR,Americas,,ARG,2018,2018,Argentina,,MLE,Male,,Data not available,,,,,,
Adult_daily_smokeless,Prevalence of daily smokeless tobacco use among adults (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/365,PUBLISHED,Published,,2018,2018,,AMR,Americas,,ARG,2018,2018,Argentina,,FMLE,Female,,Data not available,,,,,,
Adult_daily_smokeless,Prevalence of daily smokeless tobacco use among adults (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/365,PUBLISHED,Published,,2018,2018,,AMR,Americas,,ARG,2018,2018,Argentina,,BTSX,Both sexes,,Data not available,,,,,,
Adult_curr_e-cig,Prevalence of current e-cigarette use among adults (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5582,PUBLISHED,Published,,2018,2018,,AMR,Americas,,ARG,2018,2018,Argentina,,MLE,Male,,Data not available,,,,,,
Adult_curr_e-cig,Prevalence of current e-cigarette use among adults (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5582,PUBLISHED,Published,,2018,2018,,AMR,Americas,,ARG,2018,2018,Argentina,,FMLE,Female,,Data not available,,,,,,
Adult_curr_e-cig,Prevalence of current e-cigarette use among adults (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5582,PUBLISHED,Published,,2018,2018,,AMR,Americas,,ARG,2018,2018,Argentina,,BTSX,Both sexes,,Data not available,,,,,,
Adult_daily_e-cig,Prevalence of daily e-cigarette use among adults (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5582,PUBLISHED,Published,,2018,2018,,AMR,Americas,,ARG,2018,2018,Argentina,,MLE,Male,,Data not available,,,,,,
Adult_daily_e-cig,Prevalence of daily e-cigarette use among adults (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5582,PUBLISHED,Published,,2018,2018,,AMR,Americas,,ARG,2018,2018,Argentina,,FMLE,Female,,Data not available,,,,,,
Adult_daily_e-cig,Prevalence of daily e-cigarette use among adults (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5582,PUBLISHED,Published,,2018,2018,,AMR,Americas,,ARG,2018,2018,Argentina,,BTSX,Both sexes,,Data not available,,,,,,
R_admin_duty_free_banned,Ban on sale of duty-free or excise-free cigarettes,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4619,PUBLISHED,Published,,2020,2020,,AMR,Americas,,ARG,2020,2020,Argentina,,,,,No,,,,,,
R_afford_cat,"Affordability – category of change 2010-2020 (Yes (less affordable), No (more affordable), No change).",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4614,PUBLISHED,Published,,2020,2020,,AMR,Americas,,ARG,2020,2020,Argentina,,,,,Yes,,,,,,
R_earmarking,Reported use of earmarked tobacco taxes,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5596,PUBLISHED,Published,,2020,2020,,AMR,Americas,,ARG,2020,2020,Argentina,,,,,Yes,,,,,,
R_admin_tax_stamps_cig,"Tax stamps, fiscal marks, banderole or other types of marking are applied on cigarettes",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4612,PUBLISHED,Published,,2018,2018,,AMR,Americas,,ARG,2018,2018,Argentina,,,,,Yes,,,,,,
R_admin_tax_stamps_other,"Tax stamps, fiscal marks, banderole or other types of marking are applied on other tobacco products",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4612,PUBLISHED,Published,,2018,2018,,AMR,Americas,,ARG,2018,2018,Argentina,,,,,Yes,,,,,,
R_min_price_policy,A minimum price policy is implemented,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5595,PUBLISHED,Published,,2018,2018,,AMR,Americas,,ARG,2018,2018,Argentina,,,,,No,,,,,,
R_Price_lowest_cost_estimate,Cheapest brand of cigarettes - price in currency reported,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/380,PUBLISHED,Published,,2020,2020,,AMR,Americas,,ARG,2020,2020,Argentina,,,,,29.4,29.40000,,,,,
R_Price_lowest_cost_ppp,Cheapest brand of cigarettes - price in PPP$,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/380,PUBLISHED,Published,,2020,2020,,AMR,Americas,,ARG,2020,2020,Argentina,,,,,1.01,1.01000,,,,,
R_Price_lowest_cost_usd,Cheapest brand of cigarettes - price in US$ at official exchange rates,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/380,PUBLISHED,Published,,2020,2020,,AMR,Americas,,ARG,2020,2020,Argentina,,,,,0.41,0.41000,,,,,
R_Price_mp_estimate_ppp,Most sold brand of cigarettes - price in PPP$,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4592,PUBLISHED,Published,,2020,2020,,AMR,Americas,,ARG,2020,2020,Argentina,,,,,4.83,4.83000,,,,,
R_Price_mp_estimate_usd,Most sold brand of cigarettes - price in US$ at official exchange rates,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4592,PUBLISHED,Published,,2020,2020,,AMR,Americas,,ARG,2020,2020,Argentina,,,,,1.95,1.95000,,,,,
R_Price_premium_ppp,Premium brand of cigarettes - price in PPP$,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4590,PUBLISHED,Published,,2020,2020,,AMR,Americas,,ARG,2020,2020,Argentina,,,,,5.38,5.38000,,,,,
R_Price_premium_usd,Premium brand of cigarettes - price in US$ at official exchange rates,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4590,PUBLISHED,Published,,2020,2020,,AMR,Americas,,ARG,2020,2020,Argentina,,,,,2.17,2.17000,,,,,
R_Price_mp_estimate_ppp,Most sold brand of cigarettes - price in PPP$,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4592,PUBLISHED,Published,,2018,2018,,AMR,Americas,,ARG,2018,2018,Argentina,,,,,4.28,4.28000,,,,,
R_Price_mp_estimate_usd,Most sold brand of cigarettes - price in US$ at official exchange rates,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4592,PUBLISHED,Published,,2018,2018,,AMR,Americas,,ARG,2018,2018,Argentina,,,,,2.18,2.18000,,,,,
R_Price_mp_estimate_ppp,Most sold brand of cigarettes - price in PPP$,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4592,PUBLISHED,Published,,2016,2016,,AMR,Americas,,ARG,2016,2016,Argentina,,,,,4.3,4.30000,,,,,
R_Price_mp_estimate_usd,Most sold brand of cigarettes - price in US$ at official exchange rates,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4592,PUBLISHED,Published,,2016,2016,,AMR,Americas,,ARG,2016,2016,Argentina,,,,,2.67,2.67000,,,,,
R_Price_mp_estimate_ppp,Most sold brand of cigarettes - price in PPP$,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4592,PUBLISHED,Published,,2014,2014,,AMR,Americas,,ARG,2014,2014,Argentina,,,,,2.66,2.66000,,,,,
R_Price_mp_estimate_usd,Most sold brand of cigarettes - price in US$ at official exchange rates,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4592,PUBLISHED,Published,,2014,2014,,AMR,Americas,,ARG,2014,2014,Argentina,,,,,1.77,1.77000,,,,,
R_Price_mp_estimate_ppp,Most sold brand of cigarettes - price in PPP$,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4592,PUBLISHED,Published,,2012,2012,,AMR,Americas,,ARG,2012,2012,Argentina,,,,,2.49,2.49000,,,,,
R_Price_mp_estimate_usd,Most sold brand of cigarettes - price in US$ at official exchange rates,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4592,PUBLISHED,Published,,2012,2012,,AMR,Americas,,ARG,2012,2012,Argentina,,,,,1.75,1.75000,,,,,
R_Price_mp_estimate_ppp,Most sold brand of cigarettes - price in PPP$,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4592,PUBLISHED,Published,,2010,2010,,AMR,Americas,,ARG,2010,2010,Argentina,,,,,2.38,2.38000,,,,,
R_Price_mp_estimate_usd,Most sold brand of cigarettes - price in US$ at official exchange rates,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4592,PUBLISHED,Published,,2010,2010,,AMR,Americas,,ARG,2010,2010,Argentina,,,,,1.37,1.37000,,,,,
R_Price_mp_estimate_ppp,Most sold brand of cigarettes - price in PPP$,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4592,PUBLISHED,Published,,2008,2008,,AMR,Americas,,ARG,2008,2008,Argentina,,,,,2.31,2.31000,,,,,
R_Price_mp_estimate_usd,Most sold brand of cigarettes - price in US$ at official exchange rates,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4592,PUBLISHED,Published,,2008,2008,,AMR,Americas,,ARG,2008,2008,Argentina,,,,,1.11,1.11000,,,,,
Yth_curr_tob_use,Prevalence of current tobacco use among adolescents (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5581,PUBLISHED,Published,,2020,2020,,AMR,Americas,,ARG,2020,2020,Argentina,,MLE,Male,,18.7,18.70000,,,,,
Yth_curr_tob_use,Prevalence of current tobacco use among adolescents (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5581,PUBLISHED,Published,,2020,2020,,AMR,Americas,,ARG,2020,2020,Argentina,,FMLE,Female,,21.4,21.40000,,,,,
Yth_curr_tob_use,Prevalence of current tobacco use among adolescents (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5581,PUBLISHED,Published,,2020,2020,,AMR,Americas,,ARG,2020,2020,Argentina,,BTSX,Both sexes,,20.2,20.20000,,,,,
Yth_curr_tob_smoking,Prevalence of current tobacco smoking among adolescents (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/358,PUBLISHED,Published,,2020,2020,,AMR,Americas,,ARG,2020,2020,Argentina,,MLE,Male,,17.6,17.60000,,,,,
Yth_curr_tob_smoking,Prevalence of current tobacco smoking among adolescents (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/358,PUBLISHED,Published,,2020,2020,,AMR,Americas,,ARG,2020,2020,Argentina,,FMLE,Female,,21.1,21.10000,,,,,
Yth_curr_tob_smoking,Prevalence of current tobacco smoking among adolescents (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/358,PUBLISHED,Published,,2020,2020,,AMR,Americas,,ARG,2020,2020,Argentina,,BTSX,Both sexes,,19.5,19.50000,,,,,
Yth_curr_cig_smoking,Prevalence of current cigarette smoking among adolescents (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/361,PUBLISHED,Published,,2020,2020,,AMR,Americas,,ARG,2020,2020,Argentina,,MLE,Male,,15.5,15.50000,,,,,
Yth_curr_cig_smoking,Prevalence of current cigarette smoking among adolescents (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/361,PUBLISHED,Published,,2020,2020,,AMR,Americas,,ARG,2020,2020,Argentina,,FMLE,Female,,20.0,20.00000,,,,,
Yth_curr_cig_smoking,Prevalence of current cigarette smoking among adolescents (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/361,PUBLISHED,Published,,2020,2020,,AMR,Americas,,ARG,2020,2020,Argentina,,BTSX,Both sexes,,18.0,18.00000,,,,,
Yth_daily_cig_smoking,Prevalence of daily cigarette smoking among adolescents (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/361,PUBLISHED,Published,,2020,2020,,AMR,Americas,,ARG,2020,2020,Argentina,,MLE,Male,,2.4,2.40000,,,,,
Yth_daily_cig_smoking,Prevalence of daily cigarette smoking among adolescents (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/361,PUBLISHED,Published,,2020,2020,,AMR,Americas,,ARG,2020,2020,Argentina,,FMLE,Female,,4.3,4.30000,,,,,
Yth_daily_cig_smoking,Prevalence of daily cigarette smoking among adolescents (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/361,PUBLISHED,Published,,2020,2020,,AMR,Americas,,ARG,2020,2020,Argentina,,BTSX,Both sexes,,3.3,3.30000,,,,,
Yth_curr_smokeless,Prevalence of current smokeless tobacco use among adolescents (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/364,PUBLISHED,Published,,2020,2020,,AMR,Americas,,ARG,2020,2020,Argentina,,MLE,Male,,2.3,2.30000,,,,,
Yth_curr_smokeless,Prevalence of current smokeless tobacco use among adolescents (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/364,PUBLISHED,Published,,2020,2020,,AMR,Americas,,ARG,2020,2020,Argentina,,FMLE,Female,,0.8,0.80000,,,,,
Yth_curr_smokeless,Prevalence of current smokeless tobacco use among adolescents (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/364,PUBLISHED,Published,,2020,2020,,AMR,Americas,,ARG,2020,2020,Argentina,,BTSX,Both sexes,,1.5,1.50000,,,,,
Yth_curr_e-cig,Prevalence of current e-cigarette use among adolescents (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5582,PUBLISHED,Published,,2020,2020,,AMR,Americas,,ARG,2020,2020,Argentina,,MLE,Male,,8.1,8.10000,,,,,
Yth_curr_e-cig,Prevalence of current e-cigarette use among adolescents (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5582,PUBLISHED,Published,,2020,2020,,AMR,Americas,,ARG,2020,2020,Argentina,,FMLE,Female,,6.2,6.20000,,,,,
Yth_curr_e-cig,Prevalence of current e-cigarette use among adolescents (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5582,PUBLISHED,Published,,2020,2020,,AMR,Americas,,ARG,2020,2020,Argentina,,BTSX,Both sexes,,7.1,7.10000,,,,,
M_Est_tob_curr_std,Estimate of current tobacco use prevalence (%) (age-standardized rate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5562,PUBLISHED,Published,,2020,2020,,AMR,Americas,,ARG,2020,2020,Argentina,,BTSX,Both sexes,,24.5,24.50000,,,,,Projected from surveys completed prior to 2020.
M_Est_tob_curr_std,Estimate of current tobacco use prevalence (%) (age-standardized rate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5562,PUBLISHED,Published,,2020,2020,,AMR,Americas,,ARG,2020,2020,Argentina,,MLE,Male,,29.4,29.40000,,,,,Projected from surveys completed prior to 2020.
M_Est_tob_curr_std,Estimate of current tobacco use prevalence (%) (age-standardized rate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5562,PUBLISHED,Published,,2020,2020,,AMR,Americas,,ARG,2020,2020,Argentina,,FMLE,Female,,19.6,19.60000,,,,,Projected from surveys completed prior to 2020.
